File,relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source,source_type,source_link,source_date
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Galantamine Treatment (成大),Guideline,15113,DB00674,drug,Galantamine,DrugBank,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,TREATMENT_STEP,,,,Treatment,Galantamine Treatment (成大),,,,Step,Galantamine Treatment (成大) (1),,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Galantamine Treatment (成大) (1),,,,Dosage,Galantamine 4mg/day*2,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,STEP_STEP,,,,Step,Galantamine Treatment (成大) (1),,,,Step,Galantamine Treatment (成大) (2),,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Galantamine Treatment (成大) (2),,,,Dosage,Galantamine 16-24mg/day,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DISEASES_TREATMENT,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Treatment,Memantine Treatment (NICE),,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Memantine Treatment (成大),Guideline,-54,DB01043,drug,Memantine,DrugBank,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,TREATMENT_DOSAGE,,,,Treatment,Memantine Treatment (成大),,,,Dosage,Memantine 5-20mg/day,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Nausea,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Diarrhea,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Insomnia,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Vomiting,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Muscle cramps,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Fatigue,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,decreased appetite,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,,,drug,Rivastigmine patch,,,,SideEffect,Headache,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,,,drug,Rivastigmine patch,,,,SideEffect,Dizziness,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,,,drug,Rivastigmine patch,,,,SideEffect,Anxiety,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,,,drug,Rivastigmine patch,,,,SideEffect,Nausea,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,,,drug,Rivastigmine patch,,,,SideEffect,Diarrhea,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,,,drug,Rivastigmine patch,,,,SideEffect,Insomnia,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,,,drug,Rivastigmine patch,,,,SideEffect,Vomiting,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,,,drug,Rivastigmine patch,,,,SideEffect,Depressed,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,,,drug,Rivastigmine patch,,,,SideEffect,Dyspepsia,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00989,drug,Rivastigmine,DrugBank,,,SideEffect,Nausea,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00989,drug,Rivastigmine,DrugBank,,,SideEffect,Dizziness,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00989,drug,Rivastigmine,DrugBank,,,SideEffect,Diarrhea,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00989,drug,Rivastigmine,DrugBank,,,SideEffect,Anorexia,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00989,drug,Rivastigmine,DrugBank,,,SideEffect,Vomiting,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Nausea,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Dizziness,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Diarrhea,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Anorexia,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Vomiting,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Drowsiness,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Anorexia,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Dyspepsia,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Weight lose,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,-54,DB01043,drug,Memantine,DrugBank,,,SideEffect,Headache,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,-54,DB01043,drug,Memantine,DrugBank,,,SideEffect,Dizziness,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,-54,DB01043,drug,Memantine,DrugBank,,,SideEffect,Drowsiness,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,-54,DB01043,drug,Memantine,DrugBank,,,SideEffect,Vomiting,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,-54,DB01043,drug,Memantine,DrugBank,,,SideEffect,Hallucination,,Guideline,https://health.tainan.gov.tw/lasthealthweb/warehouse/%7B75ACEBBE-480E-4523-83C7-2E13A4A877E4%7Dfile/108train/%E9%99%84%E4%BB%B613_%E5%A4%B1%E6%99%BA%E7%97%87%E7%94%A8%E8%97%A5%E5%AE%89%E5%85%A8%E6%8C%87%E5%B0%8E.pdf,2018-01-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,-54,DB01043,drug,Memantine,DrugBank,,,SideEffect,Myalgia,,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,DISEASES_STAGE,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Stage,Mild (MMSE 21-26),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,DISEASES_STAGE,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Stage,Moderate (MMSE 10-20),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,DISEASES_STAGE,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Stage,Severe (MMSE <10),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,DISEASES_STAGE,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Stage,Mild  (ADAS-Cog),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,DISEASES_STAGE,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Stage,Moderate (ADAS-Cog),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,DISEASES_STAGE,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Stage,Severe (ADAS-Cog),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_PHENOTYPES,,,,Stage,Mild (MMSE 21-26),,,,Phenotypes,"Difficulties with instrumental activities of daily living (e.g. housework, managing money).",,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_PHENOTYPES,,,,Stage,Mild  (ADAS-Cog),,,,Phenotypes,"Difficulties with instrumental activities of daily living (e.g. housework, managing money).",,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_PHENOTYPES,,,,Stage,Moderate (MMSE 10-20),,,,Phenotypes,"Difficulties with basic activities of daily living (e.g. feeding,dressing).",,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_PHENOTYPES,,,,Stage,Moderate (ADAS-Cog),,,,Phenotypes,"Difficulties with instrumental activities of daily living (e.g. housework, managing money).",,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_PHENOTYPES,,,,Stage,Severe (MMSE <10),,,,Phenotypes,Fully dependent,,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_PHENOTYPES,,,,Stage,Severe (ADAS-Cog),,,,Phenotypes,Fully dependent,,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild (MMSE 21-26),,,,Treatment,Donepezil Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild (MMSE 21-26),,,,Treatment,Rivastigmine Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild (MMSE 21-26),,,,Treatment,Rivastigmine Patch Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild (MMSE 21-26),,,,Treatment,Galantamine Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild  (ADAS-Cog),,,,Treatment,Donepezil Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild  (ADAS-Cog),,,,Treatment,Rivastigmine Patch Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild  (ADAS-Cog),,,,Treatment,Rivastigmine Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild  (ADAS-Cog),,,,Treatment,Galantamine Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (MMSE 10-20),,,,Treatment,Donepezil Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (MMSE 10-20),,,,Treatment,Rivastigmine Patch Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (MMSE 10-20),,,,Treatment,Rivastigmine Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (MMSE 10-20),,,,Treatment,Galantamine Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (ADAS-Cog),,,,Treatment,Donepezil Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (ADAS-Cog),,,,Treatment,Rivastigmine Patch Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (ADAS-Cog),,,,Treatment,Rivastigmine Treatment (MaHTAS),,Guideline,https://www.acadmed.org.my/view_file.cfm?fileid=1021,2021-01-01
